iso3,series_variant,weo_vintage,source_vintage_set_hash,base_year,horizon_year,side,residual_kind,contribution_pp
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2027,expenditure,resid_disagreement,0.5856618410597036
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2028,revenue,resid_total,-0.03533554532310079
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2028,expenditure,resid_total,-0.06415758704184371
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2029,revenue,resid_total,-0.07424987800237481
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2029,expenditure,resid_total,0.044792754670903934
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2030,revenue,resid_total,-0.07067500579368557
FRA,maximum_extension,2025-04,9b805ef685ff,2023,2030,expenditure,resid_total,-0.08550246232354797
DEU,strict,2025-04,9b805ef685ff,2024,2025,revenue,resid_coverage,0.014142319780972912
DEU,strict,2025-04,9b805ef685ff,2024,2025,revenue,resid_disagreement,-0.9478408989187947
DEU,strict,2025-04,9b805ef685ff,2024,2025,expenditure,resid_coverage,-1.1242233017652175
DEU,strict,2025-04,9b805ef685ff,2024,2025,expenditure,resid_disagreement,0.7561992908276416
DEU,strict,2025-04,9b805ef685ff,2024,2026,revenue,resid_coverage,-0.3866607612476083
DEU,strict,2025-04,9b805ef685ff,2024,2026,revenue,resid_disagreement,-1.237754925569512
DEU,strict,2025-04,9b805ef685ff,2024,2026,expenditure,resid_coverage,-2.574916465024101
DEU,strict,2025-04,9b805ef685ff,2024,2026,expenditure,resid_disagreement,1.5451991237259208
DEU,strict,2025-04,9b805ef685ff,2024,2027,revenue,resid_coverage,-0.5393348402350213
DEU,strict,2025-04,9b805ef685ff,2024,2027,revenue,resid_disagreement,-1.1234822312300718
DEU,strict,2025-04,9b805ef685ff,2024,2027,expenditure,resid_coverage,-2.9632186423853413
DEU,strict,2025-04,9b805ef685ff,2024,2027,expenditure,resid_disagreement,1.394719294939056
DEU,strict,2025-04,9b805ef685ff,2024,2028,revenue,resid_total,0.45985001825934185
DEU,strict,2025-04,9b805ef685ff,2024,2028,expenditure,resid_total,-1.9254719163424936
DEU,strict,2025-04,9b805ef685ff,2024,2029,revenue,resid_total,0.4244413064559524
DEU,strict,2025-04,9b805ef685ff,2024,2029,expenditure,resid_total,-2.183415119971458
DEU,strict,2025-04,9b805ef685ff,2024,2030,revenue,resid_total,0.37073177712539107
DEU,strict,2025-04,9b805ef685ff,2024,2030,expenditure,resid_total,-2.4462572648166594
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2025,revenue,resid_coverage,0.014142319780972912
DEU,maximum_extension,2025-04,9b805ef685ff,2024,2025,revenue,resid_disagreement,-0.9478408989187947
